nearc4,educ,black,smsa,south,married,exper,lwage
1,17,0,1,0,1,7,6.70441389083862
1,18,0,1,0,6,2,6.43775177001953
1,18,0,1,0,6,8,6.64509105682373
1,17,0,1,0,6,4,6.21460819244385
1,17,0,1,0,1,4,6.42810487747192
1,12,0,1,0,1,12,6.47697305679321
1,18,0,1,0,1,4,6.64509105682373
1,12,0,1,0,1,8,6.23832511901855
1,18,0,1,0,1,7,6.43775177001953
1,14,0,1,0,1,11,7.01301622390747
1,13,0,1,0,1,9,6.58063888549805
1,14,0,1,0,1,12,7.05099010467529
1,18,0,0,0,6,10,6.71780490875244
1,16,0,1,0,1,12,6.82762908935547
1,17,0,1,0,1,5,6.98100614547729
1,12,0,1,0,1,15,6.43775177001953
1,13,0,1,0,1,8,6.13122701644897
1,14,1,1,0,6,4,6.80239486694336
1,18,0,1,0,1,5,6.5250301361084
1,12,0,1,0,1,6,6.01859283447266
1,13,0,1,0,1,8,6.43775177001953
1,18,0,1,0,1,8,6.91274309158325
1,11,0,1,0,1,7,6.58617210388184
1,15,0,1,0,1,6,6.62007284164429
1,14,0,1,0,1,9,6.27098798751831
1,17,0,1,0,1,6,6.87935590744019
1,12,0,0,0,1,8,6.15697908401489
1,12,0,1,0,6,6,5.7838249206543
1,12,0,1,0,1,16,6.77422380447388
1,13,0,1,0,1,15,6.43775177001953
1,12,0,1,0,1,8,5.8200831413269
1,16,0,1,0,1,5,6.17586708068848
1,9,0,1,0,6,14,6.47697305679321
1,16,0,1,0,6,3,5.94803476333618
1,18,0,1,0,1,6,6.86901378631592
1,16,0,0,0,6,7,6.42162179946899
1,14,0,1,0,1,8,6.55393409729004
1,14,0,1,0,6,11,6.45362520217896
1,12,0,1,0,4,10,5.29831695556641
1,12,0,1,0,1,9,6.70563888549805
1,14,0,1,0,1,6,6.35784196853638
1,17,0,1,0,1,3,6.14418601989746
1,16,0,1,0,1,7,6.82871198654175
1,16,0,1,1,1,9,6.67582321166992
1,14,0,1,0,1,8,6.45362520217896
1,12,0,1,0,6,7,6.34563589096069
1,16,0,1,0,1,7,6.55819797515869
1,14,0,1,0,1,8,6.45362520217896
1,12,0,1,0,1,12,6.54247188568115
1,13,0,1,0,1,15,6.42162179946899
1,16,0,1,0,6,4,6.13556480407715
1,12,0,1,0,1,16,6.76273012161255
1,18,0,1,1,1,9,6.60258817672729
1,12,0,1,0,1,7,7.24422693252563
1,12,0,1,0,1,13,6.69456195831299
1,16,0,1,0,1,4,6.48310804367065
1,12,0,1,0,1,7,5.70378303527832
1,16,0,1,0,4,8,6.35784196853638
1,16,0,1,0,6,2,5.57973003387451
1,18,0,0,0,1,7,6.38687896728516
1,17,0,1,0,1,3,5.7838249206543
1,16,0,0,0,6,2,5.95324277877808
1,18,0,1,0,1,1,6.90775489807129
1,18,0,1,0,6,4,6.14203691482544
1,16,0,1,0,6,6,6.0867748260498
1,16,0,1,0,6,5,6.43775177001953
1,17,0,1,0,1,4,5.65248918533325
1,14,0,1,0,1,7,6.47697305679321
1,13,0,1,0,1,6,6.69456195831299
1,12,0,1,0,1,6,6.21460819244385
1,16,0,1,0,1,4,6.7226300239563
1,12,0,1,0,1,13,6.21460819244385
1,17,0,1,0,1,9,6.54102993011475
1,12,0,1,0,1,9,7.00306606292725
1,12,0,1,0,1,7,6.63725805282593
1,12,0,1,0,1,9,6.67834186553955
1,16,0,1,0,6,3,5.8081431388855
1,18,0,1,0,1,6,6.01371479034424
1,16,0,1,0,1,5,6.76273012161255
1,12,0,1,0,1,13,6.78897190093994
1,12,0,1,0,1,16,6.5117449760437
1,12,0,0,0,6,15,6.55108022689819
1,18,0,1,1,6,9,5.52146100997925
1,11,0,1,0,6,10,6.43775177001953
1,13,0,1,0,4,12,6.03308582305908
1,13,0,1,0,1,9,6.35610818862915
1,12,1,1,0,6,8,6.41836500167847
1,12,0,1,0,1,13,6.55108022689819
1,12,0,1,0,6,6,6.10924816131592
1,16,0,1,0,1,6,6.21460819244385
1,12,0,0,0,1,7,6.24222278594971
1,16,0,1,0,6,3,5.52146100997925
1,12,0,0,0,6,6,5.75257301330566
1,12,0,1,0,1,11,5.92692613601685
1,15,0,0,0,1,13,6.12468290328979
1,12,1,1,0,6,9,5.61677122116089
1,12,0,1,0,1,10,6.85751390457153
1,16,0,1,0,1,10,7.01661014556885
1,16,0,0,0,6,3,5.66642713546753
1,16,0,1,0,1,3,6.21460819244385
1,18,0,1,0,1,8,6.58755016326904
1,18,0,1,0,1,5,7.1428279876709
1,17,1,1,0,6,3,6.41836500167847
1,12,0,1,0,6,10,6.30078601837158
1,13,0,1,0,1,9,5.62762117385864
1,18,0,1,0,1,10,7.27378702163696
1,16,0,1,0,1,5,6.90274286270142
1,12,0,1,0,1,11,6.55108022689819
1,16,0,1,0,1,6,6.35784196853638
1,16,0,1,0,1,9,6.75460386276245
1,12,0,1,0,1,10,6.5308780670166
1,15,0,1,0,1,10,6.72383308410645
1,13,0,1,0,1,14,6.45046997070312
1,12,0,1,0,1,14,6.53524112701416
1,14,0,1,0,1,10,6.64509105682373
1,15,0,1,0,6,6,5.95324277877808
1,12,0,1,0,6,6,6.10924816131592
1,12,0,1,0,1,9,6.42162179946899
1,12,0,1,0,1,16,6.5250301361084
1,10,0,1,0,5,16,6.50727701187134
1,11,0,1,0,1,16,6.68461179733276
1,14,0,1,0,1,14,6.22455787658691
1,18,0,1,0,5,6,6.93342304229736
1,15,0,1,0,6,4,6.64509105682373
1,10,0,1,1,1,16,5.66988086700439
1,13,0,1,0,1,9,6.27098798751831
1,16,0,1,0,1,7,7.05099010467529
1,10,0,1,0,1,13,6.30809783935547
1,12,0,1,0,1,8,6.16331481933594
1,12,0,1,0,1,8,6.10924816131592
1,17,0,1,0,6,4,6.77422380447388
1,15,0,1,0,6,4,5.29831695556641
1,13,0,0,0,6,7,5.70378303527832
1,16,0,0,0,6,3,6.13556480407715
1,12,0,1,0,1,12,5.95324277877808
1,15,0,1,0,1,11,7.15617704391479
1,16,0,1,0,6,3,6.37672710418701
1,12,0,1,0,6,9,6.39693021774292
1,16,0,1,0,1,8,6.21460819244385
1,12,1,1,0,1,15,6.0867748260498
1,18,0,1,1,6,2,6.14632892608643
1,17,0,1,0,1,6,6.83410882949829
1,16,0,1,0,1,5,6.32076787948608
1,13,0,1,0,6,5,6.08221912384033
1,12,1,1,0,1,11,6.39693021774292
1,12,1,1,0,1,8,6.3543701171875
1,12,1,1,0,6,8,5.96357917785645
1,12,0,0,0,1,16,6.67834186553955
1,18,0,1,0,1,3,6.15485811233521
1,17,0,1,0,6,3,5.30826807022095
1,17,0,1,0,6,1,5.29831695556641
1,17,0,1,0,6,1,5.85793304443359
1,14,0,0,0,6,4,5.92692613601685
1,16,0,1,0,1,3,6.17586708068848
1,18,0,1,0,6,7,6.86901378631592
1,15,0,1,0,6,6,6.04737186431885
1,15,0,1,0,6,6,6.21460819244385
1,9,0,1,0,1,15,6.10924816131592
1,8,0,1,0,1,14,6.16541814804077
1,12,0,1,0,6,6,4.91265487670898
1,12,0,1,0,1,14,6.3543701171875
1,12,0,1,0,1,15,6.35784196853638
1,12,0,1,0,1,13,5.73657178878784
1,9,0,1,0,1,15,6.55108022689819
1,14,0,1,0,1,12,7.1869010925293
1,10,0,1,0,1,18,6.31173515319824
1,17,0,1,0,1,7,6.78105783462524
1,12,0,1,0,1,7,6.6333179473877
1,12,0,1,0,1,14,6.56244421005249
1,12,0,1,0,1,8,6.05208921432495
1,12,0,1,0,6,8,6.05678415298462
1,16,0,1,0,6,2,6.35610818862915
1,9,0,1,0,4,17,5.99146509170532
1,12,0,0,0,1,13,6.21460819244385
1,12,0,0,0,1,10,6.27476215362549
1,16,0,1,0,1,6,6.5117449760437
1,16,0,1,1,6,5,6.35784196853638
1,16,0,1,0,6,2,5.7838249206543
1,11,0,0,0,1,12,6.21460819244385
1,12,0,0,0,1,7,6.64638996124268
1,12,0,1,0,1,8,6.21460819244385
1,16,0,1,0,1,6,5.96870803833008
1,12,0,1,0,1,16,6.69703388214111
1,9,1,0,0,1,19,6.29710912704468
1,9,1,0,0,5,19,6.38519382476807
1,17,0,1,0,6,2,6.76157283782959
1,10,1,0,0,1,12,6.55108022689819
1,12,0,0,0,1,7,6.23441076278687
1,13,0,1,0,4,15,6.42162179946899
1,14,0,1,0,1,9,6.63463401794434
1,10,0,1,0,1,15,6.2005090713501
1,16,0,1,0,1,2,6.09807395935059
1,12,0,1,0,1,7,6.05208921432495
1,16,0,1,0,6,2,6.62007284164429
1,16,0,1,0,1,2,6.55108022689819
1,12,0,1,0,1,6,6.08221912384033
1,12,0,1,0,1,11,6.41017484664917
1,13,0,1,0,1,5,6.10924816131592
1,3,0,1,0,1,17,5.74620294570923
1,7,1,1,0,1,20,5.52146100997925
1,14,0,1,0,1,13,6.21460819244385
0,12,0,1,0,6,8,5.89989805221558
0,12,0,1,0,1,8,6.70073080062866
0,12,0,0,0,4,7,5.7868971824646
0,12,0,0,0,1,11,6.2614917755127
0,13,0,1,0,1,9,6.70318794250488
0,12,0,1,0,1,10,6.62007284164429
0,17,0,1,0,1,1,6.26339817047119
0,12,0,1,0,1,14,7.02553796768188
0,12,0,1,0,6,10,6.43775177001953
0,14,0,1,0,1,5,6.57228183746338
0,12,0,0,0,1,13,6.38181591033936
0,17,0,1,0,6,4,6.00141477584839
1,12,0,1,0,1,10,6.51471281051636
1,12,0,1,0,6,7,6.0958251953125
1,12,0,1,0,1,6,6.19031476974487
1,9,0,1,0,1,19,6.54391193389893
1,12,0,1,1,1,7,6.55108022689819
1,12,0,1,1,1,6,5.7838249206543
1,9,0,1,0,1,10,6.32076787948608
1,12,0,1,0,6,8,5.7838249206543
1,13,0,1,0,1,7,6.50428819656372
1,18,0,1,0,1,7,7.78488922119141
1,16,0,1,0,6,3,6.63068294525146
1,16,0,1,0,1,12,6.89365577697754
1,12,0,1,0,1,7,6.35784196853638
1,17,0,0,0,1,6,5.65599203109741
1,14,0,1,1,6,8,5.44241809844971
1,12,0,1,0,1,7,6.24027585983276
1,15,0,1,0,4,7,6.42162179946899
1,15,0,1,0,1,4,6.55108022689819
1,18,0,1,0,1,9,6.57088279724121
1,9,0,1,0,1,15,6.55250787734985
1,12,1,1,0,1,6,6.13556480407715
1,18,0,1,0,6,4,6.76619100570679
1,16,0,0,0,6,7,6.82110691070557
1,12,0,1,0,1,9,6.97072982788086
1,12,0,1,1,4,11,5.99146509170532
1,12,0,1,0,1,9,6.46146821975708
1,13,0,1,0,6,5,5.65248918533325
1,17,0,1,1,6,4,6.46302890777588
1,13,0,1,0,1,13,5.96357917785645
1,12,0,1,0,1,7,6.91770601272583
1,12,0,0,0,1,6,6.70563888549805
1,17,0,1,0,1,4,6.88243818283081
1,12,1,1,0,4,11,6.62007284164429
1,15,0,0,0,1,3,6.13772678375244
1,12,0,1,0,1,10,7.23489904403687
1,12,0,1,0,6,7,6.35784196853638
1,12,0,1,0,6,9,5.99396085739136
1,10,0,1,0,1,10,5.76832103729248
1,12,0,1,0,1,9,6.24222278594971
1,11,0,1,0,6,8,5.33753776550293
1,17,0,1,0,1,4,7.08338785171509
1,14,0,1,0,6,6,6.43775177001953
1,17,0,1,0,1,11,6.17586708068848
1,13,0,1,0,1,8,6.57088279724121
1,11,0,1,0,1,10,6.43775177001953
1,12,0,1,0,1,12,6.31535816192627
1,12,0,1,0,1,16,6.3613018989563
1,18,0,1,0,6,4,6.73459100723267
1,18,0,1,0,1,9,7.56164216995239
1,16,0,1,0,1,4,6.69208383560181
1,12,1,1,0,1,11,5.84064102172852
1,12,0,1,0,1,14,6.86901378631592
1,12,0,0,0,1,14,6.39693021774292
1,18,0,1,0,1,10,6.72982406616211
1,16,0,1,0,6,2,6.43775177001953
1,16,0,1,0,1,6,6.33328008651733
1,16,0,1,0,1,6,7.25134515762329
1,12,0,1,0,1,7,6.17378616333008
1,12,0,1,0,6,6,6.39693021774292
1,9,0,1,0,1,13,5.70378303527832
1,9,0,1,0,1,10,6.22455787658691
1,14,1,1,0,6,5,6.03308582305908
1,12,1,1,0,1,6,5.70378303527832
1,18,0,1,0,6,3,6.76273012161255
1,16,0,1,0,6,3,5.70378303527832
1,12,0,1,0,1,14,6.58063888549805
1,12,0,1,0,1,16,6.75227022171021
1,10,0,1,0,1,14,6.60394382476807
1,17,1,1,0,1,8,6.96413612365723
1,12,1,1,0,6,14,6.27098798751831
1,11,0,1,0,1,17,6.34913921356201
1,12,0,0,0,1,14,6.69084215164185
1,10,0,1,0,6,14,5.99146509170532
1,18,0,1,0,1,5,6.86901378631592
1,18,0,1,0,6,3,6.70563888549805
1,13,0,1,0,1,9,6.60664987564087
1,18,0,1,0,1,6,6.58063888549805
1,18,0,1,0,6,0,6.81673622131348
1,17,0,1,0,6,4,5.93753576278687
1,14,0,1,0,6,6,5.85793304443359
1,11,0,1,0,6,16,6.54247188568115
1,12,0,1,1,4,14,6.92165803909302
1,18,0,1,0,1,10,7.03526878356934
1,18,0,1,0,1,6,7.44366407394409
1,12,0,1,0,1,8,6.27098798751831
1,17,1,1,0,6,9,6.5117449760437
1,17,0,1,0,4,5,6.91770601272583
1,18,0,1,0,1,4,6.74052000045776
1,11,0,1,0,1,10,6.56526517868042
1,16,0,0,0,1,4,6.709303855896
1,12,0,1,0,6,6,6.10255908966064
1,15,0,1,0,1,4,6.21460819244385
1,16,0,1,0,1,9,6.95559310913086
1,18,0,1,0,1,5,7.09174203872681
1,12,0,1,0,1,15,6.53669214248657
1,16,0,1,0,1,6,6.47389078140259
1,13,0,1,0,1,11,6.77422380447388
1,17,0,1,0,1,2,6.30627489089966
1,7,0,1,0,1,15,6.39693021774292
1,15,0,1,0,1,13,7.71601486206055
1,12,0,1,0,1,13,7.27378702163696
1,12,1,1,0,1,16,5.76832103729248
1,18,0,1,0,1,9,7.14045286178589
1,12,0,1,0,1,6,6.39693021774292
1,11,1,1,0,6,9,5.70378303527832
1,16,0,1,0,6,2,6.28785800933838
1,12,0,0,0,1,15,6.61204099655151
1,12,0,1,0,1,15,6.74052000045776
1,16,0,1,0,1,7,6.70073080062866
1,12,0,1,0,1,10,6.90775489807129
1,16,0,1,0,1,4,6.32972097396851
1,18,0,1,0,6,2,5.65248918533325
1,16,0,1,0,1,5,6.07993316650391
1,13,0,1,0,6,6,5.7838249206543
1,16,0,1,0,1,6,6.36302804946899
1,16,1,1,0,4,4,6.37672710418701
1,18,0,1,0,1,5,6.68586111068726
1,14,0,1,0,6,5,5.74300289154053
1,12,1,1,0,6,11,5.52146100997925
1,15,1,1,0,5,6,6.21460819244385
1,12,1,1,0,1,15,6.62007284164429
1,13,0,1,1,1,12,5.83772993087769
1,15,0,1,0,4,7,5.52146100997925
1,16,0,1,0,1,2,6.55108022689819
1,12,0,1,0,6,7,5.99146509170532
1,17,0,1,0,1,4,6.31896781921387
1,15,0,1,0,1,7,6.54965114593506
1,14,0,1,0,1,4,7.56164216995239
1,18,0,1,0,6,8,7.10332202911377
1,16,0,1,0,1,7,6.42162179946899
1,14,0,1,0,6,5,6.61338376998901
1,16,0,1,0,6,2,6.12686920166016
1,18,0,1,0,6,1,6.47234582901001
1,12,0,1,0,1,7,6.61338376998901
1,16,0,1,1,1,3,6.70318794250488
1,16,0,1,0,1,9,6.76273012161255
1,12,0,1,0,1,10,6.29526615142822
1,13,0,1,0,1,8,5.89989805221558
1,10,0,1,0,1,8,6.03308582305908
1,16,0,1,0,6,5,6.48768377304077
1,15,0,1,0,6,5,6.27098798751831
1,17,0,1,0,1,6,6.74641180038452
1,12,0,1,0,1,7,6.49677515029907
1,16,0,1,0,1,2,6.27098798751831
1,18,0,1,0,1,4,6.7900972366333
1,17,0,1,1,1,5,6.76273012161255
1,18,0,1,1,1,2,5.44241809844971
1,12,0,0,1,1,14,6.68710899353027
1,13,0,1,0,1,8,6.27852201461792
1,15,1,1,0,1,4,6.65286302566528
1,14,1,1,0,6,4,6.16541814804077
1,16,0,1,0,1,11,6.76273012161255
1,16,0,0,0,1,6,6.92165803909302
1,18,0,1,0,1,8,6.46302890777588
1,16,0,1,0,1,2,5.8081431388855
1,11,1,1,0,1,17,6.32076787948608
1,18,0,1,0,5,2,6.26909589767456
1,12,0,1,0,1,8,6.45362520217896
1,11,1,1,1,1,10,6.21460819244385
1,16,1,1,0,1,12,7.05099010467529
1,18,0,1,0,1,2,6.75110101699829
1,12,0,0,0,1,10,6.17170000076294
1,18,0,1,1,1,1,6.70563888549805
1,18,0,1,0,1,5,6.53958606719971
1,16,0,0,0,1,11,6.89669418334961
1,16,0,1,1,1,9,6.10255908966064
1,18,0,1,0,1,10,6.90975284576416
1,18,0,1,0,5,10,7.12367296218872
1,14,0,0,0,1,12,6.8254599571228
1,12,0,1,0,6,10,6.34738922119141
1,12,0,1,0,1,13,6.26339817047119
1,12,0,1,0,1,10,7.05099010467529
1,12,1,1,0,1,6,6.17378616333008
1,11,0,1,0,1,7,6.73221111297607
1,14,0,1,0,1,13,7.24565505981445
1,13,1,1,0,6,8,5.99146509170532
1,12,0,1,0,6,15,6.56526517868042
1,14,0,1,0,1,4,6.45362520217896
1,13,0,1,0,6,7,5.96100521087646
1,12,0,1,0,1,8,6.53378915786743
1,12,0,1,0,1,16,6.44572019577026
1,15,0,1,0,6,13,6.95081520080566
1,12,0,1,0,1,6,6.35784196853638
1,12,0,1,0,6,7,6.21460819244385
1,12,0,0,0,1,16,6.6605749130249
1,13,0,1,0,1,7,6.35784196853638
1,13,0,1,0,5,6,6.26339817047119
1,17,0,1,0,1,5,5.95324277877808
1,12,0,1,0,1,11,6.43775177001953
1,16,0,1,0,1,6,6.43775177001953
1,13,0,1,0,1,7,6.16331481933594
1,14,0,1,0,1,5,6.49072408676147
1,16,0,1,0,6,2,6.05208921432495
1,14,0,1,0,1,5,6.2614917755127
0,12,0,1,0,1,8,6.43775177001953
0,16,0,1,0,1,9,6.91770601272583
0,12,0,1,0,1,8,6.39859485626221
0,12,0,1,0,1,9,6.69456195831299
0,12,0,1,0,1,10,6.05444002151489
0,12,0,1,0,1,12,6.96602392196655
0,12,0,1,0,1,8,6.02586603164673
0,12,0,1,0,1,12,6.19847917556763
0,12,0,1,0,1,9,5.7838249206543
0,12,0,1,0,4,10,5.61677122116089
0,12,0,1,0,6,7,5.67332315444946
0,18,0,1,1,1,7,6.5944128036499
0,14,0,1,1,1,6,6.19031476974487
0,14,0,1,0,6,4,5.8200831413269
0,12,0,1,0,1,9,6.58617210388184
0,13,0,0,0,1,6,6.0867748260498
0,16,0,0,0,1,5,6.46302890777588
0,12,0,1,0,6,10,5.92692613601685
0,12,0,1,0,1,7,6.17586708068848
0,14,0,1,0,1,9,6.82979393005371
0,12,0,1,0,4,8,6.24222278594971
0,12,0,1,0,1,15,6.97072982788086
0,12,0,1,0,1,10,6.45833778381348
0,12,0,1,0,1,14,6.60529804229736
0,12,0,1,0,1,8,6.2005090713501
0,10,0,1,1,1,8,6.47697305679321
0,7,0,1,0,4,18,5.73010015487671
0,16,0,1,0,1,8,6.44413089752197
0,13,0,0,0,1,9,6.01371479034424
0,18,0,1,0,6,9,6.39693021774292
0,12,0,0,0,1,10,6.61338376998901
0,17,0,1,0,1,8,6.43775177001953
0,12,0,0,0,1,11,6.30809783935547
0,15,0,0,0,6,3,5.7868971824646
0,9,0,0,0,1,11,5.55295896530151
1,12,0,1,0,1,8,6.77422380447388
1,12,0,0,0,1,7,6.45990514755249
1,11,0,0,0,1,16,6.50278997421265
1,14,0,1,1,1,9,6.22257614135742
1,17,0,1,1,6,2,5.74620294570923
1,18,0,1,1,1,3,6.91770601272583
1,10,0,0,0,1,17,6.90775489807129
1,16,0,0,0,1,6,6.58063888549805
1,12,0,0,0,1,9,6.66568422317505
1,12,0,0,0,1,16,6.30261898040771
1,12,0,0,0,4,7,6.71901321411133
1,12,0,0,0,1,7,5.06890392303467
1,10,0,0,0,1,11,6.55108022689819
1,13,0,0,0,1,9,6.58063888549805
1,12,0,0,0,1,6,5.71702814102173
1,16,0,1,0,6,3,6.31535816192627
1,14,0,1,1,1,6,6.29526615142822
1,16,0,0,0,1,2,6.2324481010437
1,16,0,0,0,1,2,5.95324277877808
0,12,0,1,0,1,14,7.27378702163696
0,16,0,1,0,1,10,6.77878522872925
0,13,0,1,0,6,5,6.90775489807129
0,12,0,0,0,1,10,6.76041507720947
0,12,0,0,0,1,9,6.60664987564087
0,12,0,0,0,1,16,6.7900972366333
0,15,0,1,0,1,8,6.12686920166016
1,12,0,1,0,1,16,6.10924816131592
1,12,0,1,0,1,16,6.55108022689819
1,14,0,1,0,1,13,6.61204099655151
1,16,0,1,0,1,10,6.7900972366333
1,18,0,1,0,1,8,6.53958606719971
1,18,0,0,0,1,9,6.40357398986816
1,18,0,1,0,1,6,6.43775177001953
1,14,0,1,0,1,13,6.61472606658936
1,18,0,1,0,1,9,6.58755016326904
1,12,0,1,0,1,12,6.32793712615967
1,12,0,0,0,1,8,6.04973411560059
1,12,0,0,0,1,8,5.99146509170532
1,14,0,1,0,5,6,5.52146100997925
1,13,0,1,0,1,7,6.4707989692688
1,12,0,1,0,1,6,6.39359092712402
1,12,0,1,0,5,9,6.90775489807129
1,12,0,0,0,1,10,6.26909589767456
1,12,0,0,0,4,8,6.17586708068848
1,12,0,0,0,1,15,6.74523591995239
1,14,0,0,0,1,10,6.22653722763062
1,12,0,1,0,1,11,6.23832511901855
1,11,0,1,0,6,9,5.39362812042236
1,16,0,1,0,6,2,5.03695201873779
1,12,0,1,0,1,13,5.48063898086548
1,12,0,1,0,1,10,6.32256507873535
1,15,0,1,0,6,6,6.21460819244385
1,16,0,1,0,1,4,5.91889381408691
1,10,0,0,0,5,9,5.85793304443359
1,12,0,0,0,1,8,6.36990118026733
1,13,0,0,0,5,7,6.2441668510437
0,12,0,0,0,5,11,5.96614694595337
0,16,0,0,0,4,3,5.63478899002075
0,12,0,0,0,1,15,6.53669214248657
0,12,0,0,0,1,8,5.70378303527832
0,17,0,0,0,1,4,6.45362520217896
0,13,0,0,0,1,7,5.83481121063232
0,16,0,0,0,1,4,6.22455787658691
0,13,0,0,0,1,5,5.87493085861206
0,12,0,0,0,1,15,5.56834506988525
0,10,0,0,0,1,16,5.99146509170532
0,13,0,0,0,1,10,6.60664987564087
0,12,0,0,0,1,16,5.83481121063232
0,15,0,0,0,6,8,5.62040090560913
0,9,0,0,0,6,9,6.05678415298462
0,12,0,0,0,1,7,5.47646284103394
0,13,0,0,0,1,5,5.95324277877808
0,12,0,0,0,1,11,5.85793304443359
0,12,0,0,0,1,11,6.39526176452637
0,15,0,1,0,1,10,6.62007284164429
0,16,0,0,0,1,11,6.53958606719971
0,12,0,0,0,1,16,4.99043321609497
1,12,0,1,0,1,8,5.63478899002075
1,18,0,1,0,1,8,6.64509105682373
1,13,0,1,0,4,13,6.91770601272583
1,14,0,0,0,1,6,6.24804306030273
1,16,0,0,0,6,4,5.99146509170532
1,12,0,0,0,1,7,5.92692613601685
1,12,0,0,0,1,13,6.39024114608765
1,7,0,0,0,1,18,5.85793304443359
1,11,0,0,0,1,16,6.03308582305908
1,16,0,0,0,5,7,5.82304620742798
1,18,0,0,0,6,2,6.17586708068848
1,12,0,0,0,1,10,6.21460819244385
1,12,0,0,0,4,9,5.72031211853027
1,10,0,0,0,1,18,6.10924816131592
1,16,0,1,0,1,7,6.64509105682373
1,16,0,1,0,6,4,6.58063888549805
1,13,0,1,0,1,10,6.90775489807129
1,14,0,1,0,1,10,6.43775177001953
1,16,0,1,0,1,4,6.70563888549805
1,12,0,1,0,1,16,5.93224477767944
1,12,0,1,0,1,15,6.56244421005249
